Name;Date;Timeband;Yield
Government Bonds;1.2.2017;6 MONTHS;-0,710893
Government Bonds;1.2.2017;9 MONTHS;-0,716224
Government Bonds;1.2.2017;20 YEARS;1,149559
Government Bonds;1.2.2017;25 YEARS;1,281902
Government Bonds;1.2.2017;30 YEARS;1,370163
Euribor rates;2.2.2017;1 WEEK;-0,379
Euribor rates;2.2.2017;2 WEEKS;-0,375
Euribor rates;2.2.2017;1 MONTH;-0,373
Euribor rates;2.2.2017;2 MONTHS;-0,341
Euribor rates;2.2.2017;3 MONTHS;-0,328
Euribor rates;2.2.2017;6 MONTHS;-0,244
Euribor rates;2.2.2017;9 MONTHS;-0,16
Euribor rates;2.2.2017;12 MONTHS;-0,102
Government Bonds;2.2.2017;10 YEARS;0,457321
Government Bonds;2.2.2017;12 MONTHS;-0,758098
Government Bonds;2.2.2017;2 YEARS;-0,750593
Government Bonds;2.2.2017;5 YEARS;-0,333837
Government Bonds;2.2.2017;7 YEARS;0,028649
Government Bonds;2.2.2017;12 YEARS;0,659628
Government Bonds;2.2.2017;15 YEARS;0,874686
Government Bonds;2.2.2017;3 MONTHS;-0,739399
Government Bonds;2.2.2017;6 MONTHS;-0,743334
Government Bonds;2.2.2017;9 MONTHS;-0,750751
Government Bonds;2.2.2017;20 YEARS;1,095597
Government Bonds;2.2.2017;25 YEARS;1,228883
Government Bonds;2.2.2017;30 YEARS;1,31778
Euribor rates;3.2.2017;1 WEEK;-0,379
Euribor rates;3.2.2017;2 WEEKS;-0,374
Euribor rates;3.2.2017;1 MONTH;-0,373
Euribor rates;3.2.2017;2 MONTHS;-0,341
Euribor rates;3.2.2017;3 MONTHS;-0,328
Euribor rates;3.2.2017;6 MONTHS;-0,244
Euribor rates;3.2.2017;9 MONTHS;-0,159
Euribor rates;3.2.2017;12 MONTHS;-0,101
Government Bonds;3.2.2017;10 YEARS;0,472977
Government Bonds;3.2.2017;12 MONTHS;-0,768006
Government Bonds;3.2.2017;2 YEARS;-0,758842
Government Bonds;3.2.2017;5 YEARS;-0,332514
Government Bonds;3.2.2017;7 YEARS;0,035961
Government Bonds;3.2.2017;12 YEARS;0,679898
Government Bonds;3.2.2017;15 YEARS;0,900297
Government Bonds;3.2.2017;3 MONTHS;-0,74524
Government Bonds;3.2.2017;6 MONTHS;-0,751498
Government Bonds;3.2.2017;9 MONTHS;-0,760161
Government Bonds;3.2.2017;20 YEARS;1,126995
Government Bonds;3.2.2017;25 YEARS;1,263829
Government Bonds;3.2.2017;30 YEARS;1,355098
Euribor rates;6.2.2017;1 WEEK;-0,379
Euribor rates;6.2.2017;2 WEEKS;-0,372
Euribor rates;6.2.2017;1 MONTH;-0,373
Euribor rates;6.2.2017;2 MONTHS;-0,341
Euribor rates;6.2.2017;3 MONTHS;-0,328
Euribor rates;6.2.2017;6 MONTHS;-0,244
Euribor rates;6.2.2017;9 MONTHS;-0,159
Euribor rates;6.2.2017;12 MONTHS;-0,101
Government Bonds;6.2.2017;10 YEARS;0,40808
Government Bonds;6.2.2017;12 MONTHS;-0,768145
Government Bonds;6.2.2017;2 YEARS;-0,777772
Government Bonds;6.2.2017;5 YEARS;-0,382422
Government Bonds;6.2.2017;7 YEARS;-0,021897
Government Bonds;6.2.2017;12 YEARS;0,611643
Government Bonds;6.2.2017;15 YEARS;0,828259
Government Bonds;6.2.2017;3 MONTHS;-0,733121
Government Bonds;6.2.2017;6 MONTHS;-0,74272
Government Bonds;6.2.2017;9 MONTHS;-0,755608
Government Bonds;6.2.2017;20 YEARS;1,050876
Government Bonds;6.2.2017;25 YEARS;1,185207
Government Bonds;6.2.2017;30 YEARS;1,274803
Euribor rates;7.2.2017;1 WEEK;-0,379
Euribor rates;7.2.2017;2 WEEKS;-0,372
Euribor rates;7.2.2017;1 MONTH;-0,373
Euribor rates;7.2.2017;2 MONTHS;-0,341
Euribor rates;7.2.2017;3 MONTHS;-0,328
Euribor rates;7.2.2017;6 MONTHS;-0,244
Euribor rates;7.2.2017;9 MONTHS;-0,16
Euribor rates;7.2.2017;12 MONTHS;-0,101
Government Bonds;7.2.2017;10 YEARS;0,446526
Government Bonds;7.2.2017;12 MONTHS;-0,761953
Government Bonds;7.2.2017;2 YEARS;-0,782262
Government Bonds;7.2.2017;5 YEARS;-0,378684
Government Bonds;7.2.2017;7 YEARS;-0,000791
Government Bonds;7.2.2017;12 YEARS;0,656521
Government Bonds;7.2.2017;15 YEARS;0,878895
Government Bonds;7.2.2017;3 MONTHS;-0,727135
Government Bonds;7.2.2017;6 MONTHS;-0,734252
Government Bonds;7.2.2017;9 MONTHS;-0,747473
Government Bonds;7.2.2017;20 YEARS;1,106714
Government Bonds;7.2.2017;25 YEARS;1,244057
Government Bonds;7.2.2017;30 YEARS;1,335651
Euribor rates;8.2.2017;1 WEEK;-0,379
Euribor rates;8.2.2017;2 WEEKS;-0,372
Euribor rates;8.2.2017;1 MONTH;-0,373
Euribor rates;8.2.2017;2 MONTHS;-0,342
Euribor rates;8.2.2017;3 MONTHS;-0,328
Euribor rates;8.2.2017;6 MONTHS;-0,242
Euribor rates;8.2.2017;9 MONTHS;-0,161
Euribor rates;8.2.2017;12 MONTHS;-0,101
Government Bonds;8.2.2017;10 YEARS;0,378548
Government Bonds;8.2.2017;12 MONTHS;-0,793733
Government Bonds;8.2.2017;2 YEARS;-0,813128
Government Bonds;8.2.2017;5 YEARS;-0,424506
Government Bonds;8.2.2017;7 YEARS;-0,058277
Government Bonds;8.2.2017;12 YEARS;0,584756
Government Bonds;8.2.2017;15 YEARS;0,803724
Government Bonds;8.2.2017;3 MONTHS;-0,757844
Government Bonds;8.2.2017;6 MONTHS;-0,766086
Government Bonds;8.2.2017;9 MONTHS;-0,779511
Government Bonds;8.2.2017;20 YEARS;1,028431
Government Bonds;8.2.2017;25 YEARS;1,16396
Government Bonds;8.2.2017;30 YEARS;1,254349
Euribor rates;9.2.2017;1 WEEK;-0,378
Euribor rates;9.2.2017;2 WEEKS;-0,372
Euribor rates;9.2.2017;1 MONTH;-0,371
Euribor rates;9.2.2017;2 MONTHS;-0,342
Euribor rates;9.2.2017;3 MONTHS;-0,328
Euribor rates;9.2.2017;6 MONTHS;-0,241
Euribor rates;9.2.2017;9 MONTHS;-0,161
Euribor rates;9.2.2017;12 MONTHS;-0,101
Government Bonds;9.2.2017;10 YEARS;0,35982
Government Bonds;9.2.2017;12 MONTHS;-0,786509
Government Bonds;9.2.2017;2 YEARS;-0,805308
Government Bonds;9.2.2017;5 YEARS;-0,429385
Government Bonds;9.2.2017;7 YEARS;-0,070737
Government Bonds;9.2.2017;12 YEARS;0,563855
Government Bonds;9.2.2017;15 YEARS;0,7809
Government Bonds;9.2.2017;3 MONTHS;-0,754795
Government Bonds;9.2.2017;6 MONTHS;-0,76128
Government Bonds;9.2.2017;9 MONTHS;-0,773306
Government Bonds;9.2.2017;20 YEARS;1,003861
Government Bonds;9.2.2017;25 YEARS;1,138376
Government Bonds;9.2.2017;30 YEARS;1,228092
Euribor rates;10.2.2017;1 WEEK;-0,379
Euribor rates;10.2.2017;2 WEEKS;-0,372
Euribor rates;10.2.2017;1 MONTH;-0,371
Euribor rates;10.2.2017;2 MONTHS;-0,341
Euribor rates;10.2.2017;3 MONTHS;-0,329
Euribor rates;10.2.2017;6 MONTHS;-0,24
Euribor rates;10.2.2017;9 MONTHS;-0,161
Euribor rates;10.2.2017;12 MONTHS;-0,101
Government Bonds;10.2.2017;10 YEARS;0,399113
Government Bonds;10.2.2017;12 MONTHS;-0,776355
Government Bonds;10.2.2017;2 YEARS;-0,793104
Government Bonds;10.2.2017;5 YEARS;-0,405838
Government Bonds;10.2.2017;7 YEARS;-0,03946
Government Bonds;10.2.2017;12 YEARS;0,606597
Government Bonds;10.2.2017;15 YEARS;0,827139
Government Bonds;10.2.2017;3 MONTHS;-0,747094
Government Bonds;10.2.2017;6 MONTHS;-0,75246
Government Bonds;10.2.2017;9 MONTHS;-0,763721
Government Bonds;10.2.2017;20 YEARS;1,05359
Government Bonds;10.2.2017;25 YEARS;1,190194
Government Bonds;10.2.2017;30 YEARS;1,281301
Euribor rates;13.2.2017;1 WEEK;-0,378
Euribor rates;13.2.2017;2 WEEKS;-0,372
Euribor rates;13.2.2017;1 MONTH;-0,373
Euribor rates;13.2.2017;2 MONTHS;-0,34
Euribor rates;13.2.2017;3 MONTHS;-0,329
Euribor rates;13.2.2017;6 MONTHS;-0,24
Euribor rates;13.2.2017;9 MONTHS;-0,163
Euribor rates;13.2.2017;12 MONTHS;-0,102
Government Bonds;13.2.2017;10 YEARS;0,398666
Government Bonds;13.2.2017;12 MONTHS;-0,793563
Government Bonds;13.2.2017;2 YEARS;-0,802043
Government Bonds;13.2.2017;5 YEARS;-0,409647
Government Bonds;13.2.2017;7 YEARS;-0,043859
Government Bonds;13.2.2017;12 YEARS;0,610098
Government Bonds;13.2.2017;15 YEARS;0,836094
Government Bonds;13.2.2017;3 MONTHS;-0,76516
Government Bonds;13.2.2017;6 MONTHS;-0,771757
Government Bonds;13.2.2017;9 MONTHS;-0,782481
Government Bonds;13.2.2017;20 YEARS;1,068989
Government Bonds;13.2.2017;25 YEARS;1,209636
Government Bonds;13.2.2017;30 YEARS;1,303452
Euribor rates;14.2.2017;1 WEEK;-0,38
Euribor rates;14.2.2017;2 WEEKS;-0,372
Euribor rates;14.2.2017;1 MONTH;-0,374
Euribor rates;14.2.2017;2 MONTHS;-0,34
Euribor rates;14.2.2017;3 MONTHS;-0,328
Euribor rates;14.2.2017;6 MONTHS;-0,241
Euribor rates;14.2.2017;9 MONTHS;-0,164
Euribor rates;14.2.2017;12 MONTHS;-0,104
Government Bonds;14.2.2017;10 YEARS;0,398458
Government Bonds;14.2.2017;12 MONTHS;-0,797054
Government Bonds;14.2.2017;2 YEARS;-0,804167
Government Bonds;14.2.2017;5 YEARS;-0,411449
Government Bonds;14.2.2017;7 YEARS;-0,045267
Government Bonds;14.2.2017;12 YEARS;0,610713
Government Bonds;14.2.2017;15 YEARS;0,837726
Government Bonds;14.2.2017;3 MONTHS;-0,771017
Government Bonds;14.2.2017;6 MONTHS;-0,77666
Government Bonds;14.2.2017;9 MONTHS;-0,786601
Government Bonds;14.2.2017;20 YEARS;1,071758
Government Bonds;14.2.2017;25 YEARS;1,213109
Government Bonds;14.2.2017;30 YEARS;1,307396
Euribor rates;15.2.2017;1 WEEK;-0,38
Euribor rates;15.2.2017;2 WEEKS;-0,373
Euribor rates;15.2.2017;1 MONTH;-0,373
Euribor rates;15.2.2017;2 MONTHS;-0,341
Euribor rates;15.2.2017;3 MONTHS;-0,328
Euribor rates;15.2.2017;6 MONTHS;-0,241
Euribor rates;15.2.2017;9 MONTHS;-0,164
Euribor rates;15.2.2017;12 MONTHS;-0,104
Government Bonds;15.2.2017;10 YEARS;0,443807
Government Bonds;15.2.2017;12 MONTHS;-0,793474
Government Bonds;15.2.2017;2 YEARS;-0,79598
Government Bonds;15.2.2017;5 YEARS;-0,391634
Government Bonds;15.2.2017;7 YEARS;-0,014511
Government Bonds;15.2.2017;12 YEARS;0,663443
Government Bonds;15.2.2017;15 YEARS;0,898553
Government Bonds;15.2.2017;3 MONTHS;-0,777086
Government Bonds;15.2.2017;6 MONTHS;-0,778425
Government Bonds;15.2.2017;9 MONTHS;-0,785261
Government Bonds;15.2.2017;20 YEARS;1,14106
Government Bonds;15.2.2017;25 YEARS;1,287552
Government Bonds;15.2.2017;30 YEARS;1,385271
Euribor rates;16.2.2017;1 WEEK;-0,379
Euribor rates;16.2.2017;2 WEEKS;-0,372
Euribor rates;16.2.2017;1 MONTH;-0,372
Euribor rates;16.2.2017;2 MONTHS;-0,34
Euribor rates;16.2.2017;3 MONTHS;-0,328
Euribor rates;16.2.2017;6 MONTHS;-0,239
Euribor rates;16.2.2017;9 MONTHS;-0,166
Euribor rates;16.2.2017;12 MONTHS;-0,106
Government Bonds;16.2.2017;10 YEARS;0,417139
Government Bonds;16.2.2017;12 MONTHS;-0,799675
Government Bonds;16.2.2017;2 YEARS;-0,78849
Government Bonds;16.2.2017;5 YEARS;-0,391583
Government Bonds;16.2.2017;7 YEARS;-0,028687
Government Bonds;16.2.2017;12 YEARS;0,632993
Government Bonds;16.2.2017;15 YEARS;0,865432
Government Bonds;16.2.2017;3 MONTHS;-0,79595
Government Bonds;16.2.2017;6 MONTHS;-0,793584
Government Bonds;16.2.2017;9 MONTHS;-0,796004
Government Bonds;16.2.2017;20 YEARS;1,106152
Government Bonds;16.2.2017;25 YEARS;1,251755
Government Bonds;16.2.2017;30 YEARS;1,348897
Euribor rates;17.2.2017;1 WEEK;-0,38
Euribor rates;17.2.2017;2 WEEKS;-0,373
Euribor rates;17.2.2017;1 MONTH;-0,371
Euribor rates;17.2.2017;2 MONTHS;-0,341
Euribor rates;17.2.2017;3 MONTHS;-0,329
Euribor rates;17.2.2017;6 MONTHS;-0,239
Euribor rates;17.2.2017;9 MONTHS;-0,169
Euribor rates;17.2.2017;12 MONTHS;-0,109
Government Bonds;17.2.2017;10 YEARS;0,355951
Government Bonds;17.2.2017;12 MONTHS;-0,814013
Government Bonds;17.2.2017;2 YEARS;-0,816394
Government Bonds;17.2.2017;5 YEARS;-0,434267
Government Bonds;17.2.2017;7 YEARS;-0,078203
Government Bonds;17.2.2017;12 YEARS;0,564628
Government Bonds;17.2.2017;15 YEARS;0,788385
Government Bonds;17.2.2017;3 MONTHS;-0,794823
Government Bonds;17.2.2017;6 MONTHS;-0,798063
Government Bonds;17.2.2017;9 MONTHS;-0,805665
Government Bonds;17.2.2017;20 YEARS;1,01944
Government Bonds;17.2.2017;25 YEARS;1,159063
Government Bonds;17.2.2017;30 YEARS;1,252203
Euribor rates;20.2.2017;1 WEEK;-0,379
Euribor rates;20.2.2017;2 WEEKS;-0,372
Euribor rates;20.2.2017;1 MONTH;-0,369
Euribor rates;20.2.2017;2 MONTHS;-0,341
Euribor rates;20.2.2017;3 MONTHS;-0,329
Euribor rates;20.2.2017;6 MONTHS;-0,238
Euribor rates;20.2.2017;9 MONTHS;-0,169
Euribor rates;20.2.2017;12 MONTHS;-0,109
Government Bonds;20.2.2017;10 YEARS;0,370873
Government Bonds;20.2.2017;12 MONTHS;-0,833805
Government Bonds;20.2.2017;2 YEARS;-0,840094
Government Bonds;20.2.2017;5 YEARS;-0,437524
Government Bonds;20.2.2017;7 YEARS;-0,071371
Government Bonds;20.2.2017;12 YEARS;0,582556
Government Bonds;20.2.2017;15 YEARS;0,809206
Government Bonds;20.2.2017;3 MONTHS;-0,79413
Government Bonds;20.2.2017;6 MONTHS;-0,806848
Government Bonds;20.2.2017;9 MONTHS;-0,821069
Government Bonds;20.2.2017;20 YEARS;1,043086
Government Bonds;20.2.2017;25 YEARS;1,184393
Government Bonds;20.2.2017;30 YEARS;1,278656
Euribor rates;21.2.2017;1 WEEK;-0,379
Euribor rates;21.2.2017;2 WEEKS;-0,372
Euribor rates;21.2.2017;1 MONTH;-0,37
Euribor rates;21.2.2017;2 MONTHS;-0,341
Euribor rates;21.2.2017;3 MONTHS;-0,329
Euribor rates;21.2.2017;6 MONTHS;-0,238
Euribor rates;21.2.2017;9 MONTHS;-0,171
Euribor rates;21.2.2017;12 MONTHS;-0,111
Government Bonds;21.2.2017;10 YEARS;0,387445
Government Bonds;21.2.2017;12 MONTHS;-0,842497
Government Bonds;21.2.2017;2 YEARS;-0,846978
Government Bonds;21.2.2017;5 YEARS;-0,439055
Government Bonds;21.2.2017;7 YEARS;-0,06517
Government Bonds;21.2.2017;12 YEARS;0,60422
Government Bonds;21.2.2017;15 YEARS;0,836328
Government Bonds;21.2.2017;3 MONTHS;-0,811067
Government Bonds;21.2.2017;6 MONTHS;-0,819769
Government Bonds;21.2.2017;9 MONTHS;-0,83138
Government Bonds;21.2.2017;20 YEARS;1,075822
Government Bonds;21.2.2017;25 YEARS;1,220516
Government Bonds;21.2.2017;30 YEARS;1,317037
Euribor rates;22.2.2017;1 WEEK;-0,379
Euribor rates;22.2.2017;2 WEEKS;-0,372
Euribor rates;22.2.2017;1 MONTH;-0,371
Euribor rates;22.2.2017;2 MONTHS;-0,341
Euribor rates;22.2.2017;3 MONTHS;-0,33
Euribor rates;22.2.2017;6 MONTHS;-0,239
Euribor rates;22.2.2017;9 MONTHS;-0,17
Euribor rates;22.2.2017;12 MONTHS;-0,111
Government Bonds;22.2.2017;10 YEARS;0,308911
Government Bonds;22.2.2017;12 MONTHS;-0,874594
Government Bonds;22.2.2017;2 YEARS;-0,89602
Government Bonds;22.2.2017;5 YEARS;-0,509258
Government Bonds;22.2.2017;7 YEARS;-0,139668
Government Bonds;22.2.2017;12 YEARS;0,523533
Government Bonds;22.2.2017;15 YEARS;0,753076
Government Bonds;22.2.2017;3 MONTHS;-0,827196
Government Bonds;22.2.2017;6 MONTHS;-0,841336
Government Bonds;22.2.2017;9 MONTHS;-0,858325
Government Bonds;22.2.2017;20 YEARS;0,989711
Government Bonds;22.2.2017;25 YEARS;1,132633
Government Bonds;22.2.2017;30 YEARS;1,227968
Euribor rates;23.2.2017;1 WEEK;-0,379
Euribor rates;23.2.2017;2 WEEKS;-0,371
Euribor rates;23.2.2017;1 MONTH;-0,371
Euribor rates;23.2.2017;2 MONTHS;-0,34
Euribor rates;23.2.2017;3 MONTHS;-0,329
Euribor rates;23.2.2017;6 MONTHS;-0,238
Euribor rates;23.2.2017;9 MONTHS;-0,17
Euribor rates;23.2.2017;12 MONTHS;-0,111
Government Bonds;23.2.2017;10 YEARS;0,294129
Government Bonds;23.2.2017;12 MONTHS;-0,871394
Government Bonds;23.2.2017;2 YEARS;-0,898282
Government Bonds;23.2.2017;5 YEARS;-0,524232
Government Bonds;23.2.2017;7 YEARS;-0,15377
Government Bonds;23.2.2017;12 YEARS;0,506898
Government Bonds;23.2.2017;15 YEARS;0,733392
Government Bonds;23.2.2017;3 MONTHS;-0,83976
Government Bonds;23.2.2017;6 MONTHS;-0,84474
Government Bonds;23.2.2017;9 MONTHS;-0,856948
Government Bonds;23.2.2017;20 YEARS;0,966126
Government Bonds;23.2.2017;25 YEARS;1,106546
Government Bonds;23.2.2017;30 YEARS;1,200201
Euribor rates;24.2.2017;1 WEEK;-0,379
Euribor rates;24.2.2017;2 WEEKS;-0,371
Euribor rates;24.2.2017;1 MONTH;-0,371
Euribor rates;24.2.2017;2 MONTHS;-0,341
Euribor rates;24.2.2017;3 MONTHS;-0,329
Euribor rates;24.2.2017;6 MONTHS;-0,238
Euribor rates;24.2.2017;9 MONTHS;-0,171
Euribor rates;24.2.2017;12 MONTHS;-0,113
Government Bonds;24.2.2017;10 YEARS;0,250505
Government Bonds;24.2.2017;12 MONTHS;-0,904369
Government Bonds;24.2.2017;2 YEARS;-0,930353
Government Bonds;24.2.2017;5 YEARS;-0,555178
Government Bonds;24.2.2017;7 YEARS;-0,189519
Government Bonds;24.2.2017;12 YEARS;0,459095
Government Bonds;24.2.2017;15 YEARS;0,680963
Government Bonds;24.2.2017;3 MONTHS;-0,867372
Government Bonds;24.2.2017;6 MONTHS;-0,875253
Government Bonds;24.2.2017;9 MONTHS;-0,889127
Government Bonds;24.2.2017;20 YEARS;0,908852
Government Bonds;24.2.2017;25 YEARS;1,046333
Government Bonds;24.2.2017;30 YEARS;1,138027
Euribor rates;27.2.2017;1 WEEK;-0,379
Euribor rates;27.2.2017;2 WEEKS;-0,371
Euribor rates;27.2.2017;1 MONTH;-0,371
Euribor rates;27.2.2017;2 MONTHS;-0,341
Euribor rates;27.2.2017;3 MONTHS;-0,329
Euribor rates;27.2.2017;6 MONTHS;-0,238
Euribor rates;27.2.2017;9 MONTHS;-0,171
Euribor rates;27.2.2017;12 MONTHS;-0,113
Government Bonds;27.2.2017;10 YEARS;0,240257
Government Bonds;27.2.2017;12 MONTHS;-0,902865
Government Bonds;27.2.2017;2 YEARS;-0,917714
Government Bonds;27.2.2017;5 YEARS;-0,549081
Government Bonds;27.2.2017;7 YEARS;-0,192504
Government Bonds;27.2.2017;12 YEARS;0,446767
Government Bonds;27.2.2017;15 YEARS;0,667178
Government Bonds;27.2.2017;3 MONTHS;-0,88144
Government Bonds;27.2.2017;6 MONTHS;-0,883588
Government Bonds;27.2.2017;9 MONTHS;-0,892217
Government Bonds;27.2.2017;20 YEARS;0,894049
Government Bonds;27.2.2017;25 YEARS;1,031002
Government Bonds;27.2.2017;30 YEARS;1,12235
Euribor rates;28.2.2017;1 WEEK;-0,378
Euribor rates;28.2.2017;2 WEEKS;-0,371
Euribor rates;28.2.2017;1 MONTH;-0,371
Euribor rates;28.2.2017;2 MONTHS;-0,341
Euribor rates;28.2.2017;3 MONTHS;-0,33
Euribor rates;28.2.2017;6 MONTHS;-0,239
Euribor rates;28.2.2017;9 MONTHS;-0,172
Euribor rates;28.2.2017;12 MONTHS;-0,114
Government Bonds;28.2.2017;10 YEARS;0,252148
Government Bonds;28.2.2017;12 MONTHS;-0,881034
Government Bonds;28.2.2017;2 YEARS;-0,895217
Government Bonds;28.2.2017;5 YEARS;-0,540368
Government Bonds;28.2.2017;7 YEARS;-0,185583
Government Bonds;28.2.2017;12 YEARS;0,463084
Government Bonds;28.2.2017;15 YEARS;0,689255
Government Bonds;28.2.2017;3 MONTHS;-0,869354
Government Bonds;28.2.2017;6 MONTHS;-0,866983
Government Bonds;28.2.2017;9 MONTHS;-0,872436
Government Bonds;28.2.2017;20 YEARS;0,922703
Government Bonds;28.2.2017;25 YEARS;1,063741
Government Bonds;28.2.2017;30 YEARS;1,157823
Euribor rates;1.3.2017;1 WEEK;-0,378
Euribor rates;1.3.2017;2 WEEKS;-0,372
Euribor rates;1.3.2017;1 MONTH;-0,372
Euribor rates;1.3.2017;2 MONTHS;-0,341
Euribor rates;1.3.2017;3 MONTHS;-0,329
Euribor rates;1.3.2017;6 MONTHS;-0,237
Euribor rates;1.3.2017;9 MONTHS;-0,172
Euribor rates;1.3.2017;12 MONTHS;-0,114
Government Bonds;1.3.2017;10 YEARS;0,30511
Government Bonds;1.3.2017;12 MONTHS;-0,858996
Government Bonds;1.3.2017;2 YEARS;-0,858238
Government Bonds;1.3.2017;5 YEARS;-0,493555
Government Bonds;1.3.2017;7 YEARS;-0,137954
Government Bonds;1.3.2017;12 YEARS;0,520648
Government Bonds;1.3.2017;15 YEARS;0,75303
Government Bonds;1.3.2017;3 MONTHS;-0,861591
Government Bonds;1.3.2017;6 MONTHS;-0,854618
Government Bonds;1.3.2017;9 MONTHS;-0,855189
Government Bonds;1.3.2017;20 YEARS;0,993784
Government Bonds;1.3.2017;25 YEARS;1,139413
Government Bonds;1.3.2017;30 YEARS;1,236573
Euribor rates;2.3.2017;1 WEEK;-0,378
Euribor rates;2.3.2017;2 WEEKS;-0,372
Euribor rates;2.3.2017;1 MONTH;-0,372
Euribor rates;2.3.2017;2 MONTHS;-0,34
Euribor rates;2.3.2017;3 MONTHS;-0,329
Euribor rates;2.3.2017;6 MONTHS;-0,238
Euribor rates;2.3.2017;9 MONTHS;-0,172
Euribor rates;2.3.2017;12 MONTHS;-0,114
Government Bonds;2.3.2017;10 YEARS;0,345341
Government Bonds;2.3.2017;12 MONTHS;-0,871371
Government Bonds;2.3.2017;2 YEARS;-0,85919
Government Bonds;2.3.2017;5 YEARS;-0,465256
Government Bonds;2.3.2017;7 YEARS;-0,101664
Government Bonds;2.3.2017;12 YEARS;0,561557
Government Bonds;2.3.2017;15 YEARS;0,794171
Government Bonds;2.3.2017;3 MONTHS;-0,876473
Government Bonds;2.3.2017;6 MONTHS;-0,869755
Government Bonds;2.3.2017;9 MONTHS;-0,869377
Government Bonds;2.3.2017;20 YEARS;1,034893
Government Bonds;2.3.2017;25 YEARS;1,180457
Government Bonds;2.3.2017;30 YEARS;1,27757
Euribor rates;3.3.2017;1 WEEK;-0,379
Euribor rates;3.3.2017;2 WEEKS;-0,372
Euribor rates;3.3.2017;1 MONTH;-0,371
Euribor rates;3.3.2017;2 MONTHS;-0,34
Euribor rates;3.3.2017;3 MONTHS;-0,329
Euribor rates;3.3.2017;6 MONTHS;-0,237
Euribor rates;3.3.2017;9 MONTHS;-0,171
Euribor rates;3.3.2017;12 MONTHS;-0,113
Government Bonds;3.3.2017;10 YEARS;0,385432
Government Bonds;3.3.2017;12 MONTHS;-0,860956
Government Bonds;3.3.2017;2 YEARS;-0,834505
Government Bonds;3.3.2017;5 YEARS;-0,4201
Government Bonds;3.3.2017;7 YEARS;-0,05699
Government Bonds;3.3.2017;12 YEARS;0,598932
Government Bonds;3.3.2017;15 YEARS;0,82856
Government Bonds;3.3.2017;3 MONTHS;-0,872395
Government Bonds;3.3.2017;6 MONTHS;-0,864676
Government Bonds;3.3.2017;9 MONTHS;-0,862024
Government Bonds;3.3.2017;20 YEARS;1,066216
Government Bonds;3.3.2017;25 YEARS;1,209941
Government Bonds;3.3.2017;30 YEARS;1,305827
Euribor rates;6.3.2017;1 WEEK;-0,379
Euribor rates;6.3.2017;2 WEEKS;-0,372
Euribor rates;6.3.2017;1 MONTH;-0,374
Euribor rates;6.3.2017;2 MONTHS;-0,34
Euribor rates;6.3.2017;3 MONTHS;-0,329
Euribor rates;6.3.2017;6 MONTHS;-0,241
Euribor rates;6.3.2017;9 MONTHS;-0,17
Euribor rates;6.3.2017;12 MONTHS;-0,111
Government Bonds;6.3.2017;10 YEARS;0,371804
Government Bonds;6.3.2017;12 MONTHS;-0,863521
Government Bonds;6.3.2017;2 YEARS;-0,834253
Government Bonds;6.3.2017;5 YEARS;-0,415888
Government Bonds;6.3.2017;7 YEARS;-0,059968
Government Bonds;6.3.2017;12 YEARS;0,580257
Government Bonds;6.3.2017;15 YEARS;0,804725
Government Bonds;6.3.2017;3 MONTHS;-0,864779
Government Bonds;6.3.2017;6 MONTHS;-0,86279
Government Bonds;6.3.2017;9 MONTHS;-0,863265
Government Bonds;6.3.2017;20 YEARS;1,037297
Government Bonds;6.3.2017;25 YEARS;1,178009
Government Bonds;6.3.2017;30 YEARS;1,271893
Euribor rates;7.3.2017;1 WEEK;-0,38
Euribor rates;7.3.2017;2 WEEKS;-0,372
Euribor rates;7.3.2017;1 MONTH;-0,373
Euribor rates;7.3.2017;2 MONTHS;-0,34
Euribor rates;7.3.2017;3 MONTHS;-0,328
Euribor rates;7.3.2017;6 MONTHS;-0,24
Euribor rates;7.3.2017;9 MONTHS;-0,17
Euribor rates;7.3.2017;12 MONTHS;-0,111
Government Bonds;7.3.2017;10 YEARS;0,371655
Government Bonds;7.3.2017;12 MONTHS;-0,895546
Government Bonds;7.3.2017;2 YEARS;-0,876078
Government Bonds;7.3.2017;5 YEARS;-0,453284
Government Bonds;7.3.2017;7 YEARS;-0,080826
Government Bonds;7.3.2017;12 YEARS;0,589531
Government Bonds;7.3.2017;15 YEARS;0,823608
Government Bonds;7.3.2017;3 MONTHS;-0,893829
Government Bonds;7.3.2017;6 MONTHS;-0,89145
Government Bonds;7.3.2017;9 MONTHS;-0,893148
Government Bonds;7.3.2017;20 YEARS;1,065699
Government Bonds;7.3.2017;25 YEARS;1,212075
Government Bonds;7.3.2017;30 YEARS;1,309728
Euribor rates;8.3.2017;1 WEEK;-0,38
Euribor rates;8.3.2017;2 WEEKS;-0,372
Euribor rates;8.3.2017;1 MONTH;-0,373
Euribor rates;8.3.2017;2 MONTHS;-0,341
Euribor rates;8.3.2017;3 MONTHS;-0,329
Euribor rates;8.3.2017;6 MONTHS;-0,241
Euribor rates;8.3.2017;9 MONTHS;-0,171
Euribor rates;8.3.2017;12 MONTHS;-0,111
Government Bonds;8.3.2017;10 YEARS;0,420772
Government Bonds;8.3.2017;12 MONTHS;-0,89175
Government Bonds;8.3.2017;2 YEARS;-0,856283
Government Bonds;8.3.2017;5 YEARS;-0,407431
